Model,MDO4104C
Firmware Version,1.10

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,0.001
Horizontal Delay,0
Sample Interval,1e-06
Record Length,10000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,12.2192
Vertical Scale,0.001
Vertical Position,5
,
,
,
Label,
TIME,CH1
-2.554e-03,12.2131
-2.553e-03,12.2132
-2.552e-03,12.2134
-2.551e-03,12.2136
-2.550e-03,12.2131
-2.549e-03,12.2129
-2.548e-03,12.213
-2.547e-03,12.2129
-2.546e-03,12.213
-2.545e-03,12.213
-2.544e-03,12.213
-2.543e-03,12.2129
-2.542e-03,12.2132
-2.541e-03,12.213
-2.540e-03,12.2131
-2.539e-03,12.2131
-2.538e-03,12.2133
-2.537e-03,12.2131
-2.536e-03,12.2132
-2.535e-03,12.2133
-2.534e-03,12.2133
-2.533e-03,12.2134
-2.532e-03,12.2133
-2.531e-03,12.2133
-2.530e-03,12.2133
-2.529e-03,12.2135
-2.528e-03,12.2134
-2.527e-03,12.2134
-2.526e-03,12.2134
-2.525e-03,12.2131
-2.524e-03,12.2131
-2.523e-03,12.2132
-2.522e-03,12.213
-2.521e-03,12.213
-2.520e-03,12.2128
-2.519e-03,12.2131
-2.518e-03,12.213
-2.517e-03,12.2131
-2.516e-03,12.213
-2.515e-03,12.2128
-2.514e-03,12.2131
-2.513e-03,12.2129
-2.512e-03,12.2131
-2.511e-03,12.2131
-2.510e-03,12.213
-2.509e-03,12.2132
-2.508e-03,12.2134
-2.507e-03,12.2132
-2.506e-03,12.2136
-2.505e-03,12.2134
-2.504e-03,12.2135
-2.503e-03,12.2134
-2.502e-03,12.2134
-2.501e-03,12.2132
-2.500e-03,12.2133
-2.499e-03,12.213
-2.498e-03,12.2132
-2.497e-03,12.2132
-2.496e-03,12.2131
-2.495e-03,12.2132
-2.494e-03,12.2131
-2.493e-03,12.2132
-2.492e-03,12.2132
-2.491e-03,12.2132
-2.490e-03,12.2132
-2.489e-03,12.2132
-2.488e-03,12.2131
-2.487e-03,12.2132
-2.486e-03,12.213
-2.485e-03,12.213
-2.484e-03,12.2127
-2.483e-03,12.2132
-2.482e-03,12.213
-2.481e-03,12.213
-2.480e-03,12.213
-2.479e-03,12.2132
-2.478e-03,12.2131
-2.477e-03,12.213
-2.476e-03,12.2131
-2.475e-03,12.2132
-2.474e-03,12.2132
-2.473e-03,12.2132
-2.472e-03,12.2132
-2.471e-03,12.2131
-2.470e-03,12.2129
-2.469e-03,12.2133
-2.468e-03,12.2133
-2.467e-03,12.2132
-2.466e-03,12.2133
-2.465e-03,12.2133
-2.464e-03,12.2132
-2.463e-03,12.2132
-2.462e-03,12.2133
-2.461e-03,12.2132
-2.460e-03,12.2133
-2.459e-03,12.2134
-2.458e-03,12.2133
-2.457e-03,12.2132
-2.456e-03,12.2134
-2.455e-03,12.2132
-2.454e-03,12.2132
-2.453e-03,12.2131
-2.452e-03,12.213
-2.451e-03,12.2132
-2.450e-03,12.2131
-2.449e-03,12.213
-2.448e-03,12.213
-2.447e-03,12.213
-2.446e-03,12.213
-2.445e-03,12.213
-2.444e-03,12.2132
-2.443e-03,12.213
-2.442e-03,12.2134
-2.441e-03,12.213
-2.440e-03,12.2131
-2.439e-03,12.2131
-2.438e-03,12.213
-2.437e-03,12.2134
-2.436e-03,12.2129
-2.435e-03,12.213
-2.434e-03,12.2129
-2.433e-03,12.2132
-2.432e-03,12.2132
-2.431e-03,12.213
-2.430e-03,12.2135
-2.429e-03,12.2131
-2.428e-03,12.2134
-2.427e-03,12.2131
-2.426e-03,12.2134
-2.425e-03,12.2129
-2.424e-03,12.2132
-2.423e-03,12.213
-2.422e-03,12.213
-2.421e-03,12.2129
-2.420e-03,12.2129
-2.419e-03,12.213
-2.418e-03,12.2128
-2.417e-03,12.2129
-2.416e-03,12.2128
-2.415e-03,12.213
-2.414e-03,12.213
-2.413e-03,12.213
-2.412e-03,12.213
-2.411e-03,12.2133
-2.410e-03,12.213
-2.409e-03,12.2132
-2.408e-03,12.2132
-2.407e-03,12.2133
-2.406e-03,12.213
-2.405e-03,12.2132
-2.404e-03,12.213
-2.403e-03,12.2132
-2.402e-03,12.2131
-2.401e-03,12.2133
-2.400e-03,12.2134
-2.399e-03,12.2133
-2.398e-03,12.2134
-2.397e-03,12.2134
-2.396e-03,12.2132
-2.395e-03,12.2132
-2.394e-03,12.2132
-2.393e-03,12.213
-2.392e-03,12.2132
-2.391e-03,12.2133
-2.390e-03,12.2132
-2.389e-03,12.2131
-2.388e-03,12.2133
-2.387e-03,12.2132
-2.386e-03,12.2132
-2.385e-03,12.2133
-2.384e-03,12.2133
-2.383e-03,12.2132
-2.382e-03,12.2134
-2.381e-03,12.2131
-2.380e-03,12.2131
-2.379e-03,12.2133
-2.378e-03,12.2131
-2.377e-03,12.213
-2.376e-03,12.2131
-2.375e-03,12.213
-2.374e-03,12.2132
-2.373e-03,12.2131
-2.372e-03,12.213
-2.371e-03,12.2129
-2.370e-03,12.2129
-2.369e-03,12.2132
-2.368e-03,12.2131
-2.367e-03,12.2131
-2.366e-03,12.2131
-2.365e-03,12.2133
-2.364e-03,12.213
-2.363e-03,12.2134
-2.362e-03,12.2132
-2.361e-03,12.2132
-2.360e-03,12.2132
-2.359e-03,12.2133
-2.358e-03,12.213
-2.357e-03,12.2131
-2.356e-03,12.2132
-2.355e-03,12.2132
-2.354e-03,12.2134
-2.353e-03,12.2134
-2.352e-03,12.2133
-2.351e-03,12.2133
-2.350e-03,12.2134
-2.349e-03,12.2132
-2.348e-03,12.2135
-2.347e-03,12.2132
-2.346e-03,12.2131
-2.345e-03,12.213
-2.344e-03,12.2131
-2.343e-03,12.213
-2.342e-03,12.213
-2.341e-03,12.2131
-2.340e-03,12.2131
-2.339e-03,12.2133
-2.338e-03,12.2133
-2.337e-03,12.2132
-2.336e-03,12.2132
-2.335e-03,12.2132
-2.334e-03,12.2132
-2.333e-03,12.2134
-2.332e-03,12.2133
-2.331e-03,12.2133
-2.330e-03,12.2133
-2.329e-03,12.2133
-2.328e-03,12.2132
-2.327e-03,12.2132
-2.326e-03,12.2132
-2.325e-03,12.2132
-2.324e-03,12.213
-2.323e-03,12.2133
-2.322e-03,12.2132
-2.321e-03,12.2133
-2.320e-03,12.2132
-2.319e-03,12.2131
-2.318e-03,12.2132
-2.317e-03,12.2131
-2.316e-03,12.213
-2.315e-03,12.2129
-2.314e-03,12.213
-2.313e-03,12.213
-2.312e-03,12.2131
-2.311e-03,12.2128
-2.310e-03,12.2128
-2.309e-03,12.2129
-2.308e-03,12.213
-2.307e-03,12.2129
-2.306e-03,12.213
-2.305e-03,12.213
-2.304e-03,12.2128
-2.303e-03,12.213
-2.302e-03,12.2132
-2.301e-03,12.213
-2.300e-03,12.2133
-2.299e-03,12.2131
-2.298e-03,12.2131
-2.297e-03,12.213
-2.296e-03,12.2132
-2.295e-03,12.2131
-2.294e-03,12.2132
-2.293e-03,12.2131
-2.292e-03,12.213
-2.291e-03,12.2131
-2.290e-03,12.2131
-2.289e-03,12.2132
-2.288e-03,12.2132
-2.287e-03,12.2133
-2.286e-03,12.2133
-2.285e-03,12.213
-2.284e-03,12.213
-2.283e-03,12.2132
-2.282e-03,12.2131
-2.281e-03,12.2131
-2.280e-03,12.2131
-2.279e-03,12.2131
-2.278e-03,12.2131
-2.277e-03,12.213
-2.276e-03,12.2134
-2.275e-03,12.2132
-2.274e-03,12.2134
-2.273e-03,12.2132
-2.272e-03,12.2134
-2.271e-03,12.2132
-2.270e-03,12.2136
-2.269e-03,12.2134
-2.268e-03,12.2137
-2.267e-03,12.2134
-2.266e-03,12.2131
-2.265e-03,12.2132
-2.264e-03,12.2132
-2.263e-03,12.213
-2.262e-03,12.2132
-2.261e-03,12.2129
-2.260e-03,12.2134
-2.259e-03,12.2132
-2.258e-03,12.2134
-2.257e-03,12.2134
-2.256e-03,12.2136
-2.255e-03,12.2135
-2.254e-03,12.2135
-2.253e-03,12.2134
-2.252e-03,12.2134
-2.251e-03,12.2135
-2.250e-03,12.2131
-2.249e-03,12.2131
-2.248e-03,12.213
-2.247e-03,12.2129
-2.246e-03,12.2129
-2.245e-03,12.2132
-2.244e-03,12.2129
-2.243e-03,12.213
-2.242e-03,12.213
-2.241e-03,12.2131
-2.240e-03,12.213
-2.239e-03,12.2131
-2.238e-03,12.2132
-2.237e-03,12.2132
-2.236e-03,12.2134
-2.235e-03,12.2134
-2.234e-03,12.2132
-2.233e-03,12.2133
-2.232e-03,12.2132
-2.231e-03,12.2134
-2.230e-03,12.2133
-2.229e-03,12.2133
-2.228e-03,12.2131
-2.227e-03,12.2129
-2.226e-03,12.2132
-2.225e-03,12.213
-2.224e-03,12.2133
-2.223e-03,12.2132
-2.222e-03,12.2133
-2.221e-03,12.2132
-2.220e-03,12.2132
-2.219e-03,12.2134
-2.218e-03,12.2132
-2.217e-03,12.2132
-2.216e-03,12.2134
-2.215e-03,12.2133
-2.214e-03,12.2132
-2.213e-03,12.2132
-2.212e-03,12.213
-2.211e-03,12.2131
-2.210e-03,12.2129
-2.209e-03,12.213
-2.208e-03,12.2127
-2.207e-03,12.2129
-2.206e-03,12.2129
-2.205e-03,12.2131
-2.204e-03,12.213
-2.203e-03,12.2132
-2.202e-03,12.213
-2.201e-03,12.213
-2.200e-03,12.213
-2.199e-03,12.2132
-2.198e-03,12.2131
-2.197e-03,12.213
-2.196e-03,12.2133
-2.195e-03,12.2131
-2.194e-03,12.2132
-2.193e-03,12.2132
-2.192e-03,12.2132
-2.191e-03,12.213
-2.190e-03,12.2132
-2.189e-03,12.213
-2.188e-03,12.2132
-2.187e-03,12.2131
-2.186e-03,12.2132
-2.185e-03,12.2132
-2.184e-03,12.2133
-2.183e-03,12.2134
-2.182e-03,12.2131
-2.181e-03,12.2134
-2.180e-03,12.2129
-2.179e-03,12.2134
-2.178e-03,12.2134
-2.177e-03,12.2132
-2.176e-03,12.2132
-2.175e-03,12.2132
-2.174e-03,12.2132
-2.173e-03,12.2131
-2.172e-03,12.213
-2.171e-03,12.213
-2.170e-03,12.213
-2.169e-03,12.213
-2.168e-03,12.213
-2.167e-03,12.2132
-2.166e-03,12.2132
-2.165e-03,12.2134
-2.164e-03,12.2132
-2.163e-03,12.2131
-2.162e-03,12.2131
-2.161e-03,12.213
-2.160e-03,12.2131
-2.159e-03,12.2134
-2.158e-03,12.2133
-2.157e-03,12.2133
-2.156e-03,12.2135
-2.155e-03,12.2133
-2.154e-03,12.2134
-2.153e-03,12.2132
-2.152e-03,12.2132
-2.151e-03,12.2132
-2.150e-03,12.2133
-2.149e-03,12.213
-2.148e-03,12.2132
-2.147e-03,12.2132
-2.146e-03,12.2133
-2.145e-03,12.2131
-2.144e-03,12.2133
-2.143e-03,12.2132
-2.142e-03,12.2132
-2.141e-03,12.2132
-2.140e-03,12.2132
-2.139e-03,12.213
-2.138e-03,12.2131
-2.137e-03,12.2131
-2.136e-03,12.2132
-2.135e-03,12.2132
-2.134e-03,12.2133
-2.133e-03,12.2132
-2.132e-03,12.2131
-2.131e-03,12.2136
-2.130e-03,12.213
-2.129e-03,12.2134
-2.128e-03,12.2131
-2.127e-03,12.2133
-2.126e-03,12.2132
-2.125e-03,12.2132
-2.124e-03,12.213
-2.123e-03,12.2132
-2.122e-03,12.2132
-2.121e-03,12.2132
-2.120e-03,12.2132
-2.119e-03,12.213
-2.118e-03,12.2131
-2.117e-03,12.2129
-2.116e-03,12.2133
-2.115e-03,12.2131
-2.114e-03,12.2132
-2.113e-03,12.213
-2.112e-03,12.2132
-2.111e-03,12.2134
-2.110e-03,12.2134
-2.109e-03,12.2132
-2.108e-03,12.213
-2.107e-03,12.2132
-2.106e-03,12.2132
-2.105e-03,12.2133
-2.104e-03,12.2133
-2.103e-03,12.2133
-2.102e-03,12.2136
-2.101e-03,12.2131
-2.100e-03,12.2131
-2.099e-03,12.213
-2.098e-03,12.2132
-2.097e-03,12.2131
-2.096e-03,12.213
-2.095e-03,12.2133
-2.094e-03,12.2131
-2.093e-03,12.2132
-2.092e-03,12.2131
-2.091e-03,12.2132
-2.090e-03,12.2132
-2.089e-03,12.2134
-2.088e-03,12.213
-2.087e-03,12.2135
-2.086e-03,12.213
-2.085e-03,12.2132
-2.084e-03,12.213
-2.083e-03,12.2133
-2.082e-03,12.2135
-2.081e-03,12.2134
-2.080e-03,12.2134
-2.079e-03,12.213
-2.078e-03,12.2131
-2.077e-03,12.2131
-2.076e-03,12.2132
-2.075e-03,12.2133
-2.074e-03,12.2132
-2.073e-03,12.2132
-2.072e-03,12.2133
-2.071e-03,12.2131
-2.070e-03,12.2134
-2.069e-03,12.213
-2.068e-03,12.2133
-2.067e-03,12.213
-2.066e-03,12.2132
-2.065e-03,12.2131
-2.064e-03,12.2131
-2.063e-03,12.213
-2.062e-03,12.2132
-2.061e-03,12.213
-2.060e-03,12.2132
-2.059e-03,12.2133
-2.058e-03,12.2133
-2.057e-03,12.2134
-2.056e-03,12.2133
-2.055e-03,12.2133
-2.054e-03,12.2131
-2.053e-03,12.2132
-2.052e-03,12.2133
-2.051e-03,12.2133
-2.050e-03,12.2132
-2.049e-03,12.2133
-2.048e-03,12.213
-2.047e-03,12.213
-2.046e-03,12.2131
-2.045e-03,12.213
-2.044e-03,12.2133
-2.043e-03,12.2133
-2.042e-03,12.2133
-2.041e-03,12.2134
-2.040e-03,12.2134
-2.039e-03,12.2134
-2.038e-03,12.2135
-2.037e-03,12.213
-2.036e-03,12.2131
-2.035e-03,12.2132
-2.034e-03,12.2133
-2.033e-03,12.213
-2.032e-03,12.2131
-2.031e-03,12.2132
-2.030e-03,12.2132
-2.029e-03,12.2132
-2.028e-03,12.2132
-2.027e-03,12.2132
-2.026e-03,12.2132
-2.025e-03,12.2132
-2.024e-03,12.2134
-2.023e-03,12.2132
-2.022e-03,12.2132
-2.021e-03,12.213
-2.020e-03,12.2132
-2.019e-03,12.213
-2.018e-03,12.2132
-2.017e-03,12.2132
-2.016e-03,12.2132
-2.015e-03,12.2132
-2.014e-03,12.2132
-2.013e-03,12.2131
-2.012e-03,12.2133
-2.011e-03,12.2133
-2.010e-03,12.213
-2.009e-03,12.2133
-2.008e-03,12.2131
-2.007e-03,12.2132
-2.006e-03,12.213
-2.005e-03,12.213
-2.004e-03,12.2128
-2.003e-03,12.2131
-2.002e-03,12.213
-2.001e-03,12.2132
-2.000e-03,12.213
-1.999e-03,12.2129
-1.998e-03,12.213
-1.997e-03,12.2132
-1.996e-03,12.2134
-1.995e-03,12.2132
-1.994e-03,12.2134
-1.993e-03,12.213
-1.992e-03,12.2132
-1.991e-03,12.2131
-1.990e-03,12.2132
-1.989e-03,12.2133
-1.988e-03,12.2133
-1.987e-03,12.2132
-1.986e-03,12.2133
-1.985e-03,12.213
-1.984e-03,12.2133
-1.983e-03,12.2131
-1.982e-03,12.2133
-1.981e-03,12.2133
-1.980e-03,12.2131
-1.979e-03,12.2132
-1.978e-03,12.2132
-1.977e-03,12.2135
-1.976e-03,12.2132
-1.975e-03,12.2132
-1.974e-03,12.213
-1.973e-03,12.2132
-1.972e-03,12.2133
-1.971e-03,12.2132
-1.970e-03,12.2133
-1.969e-03,12.2133
-1.968e-03,12.2131
-1.967e-03,12.2132
-1.966e-03,12.2131
-1.965e-03,12.2132
-1.964e-03,12.213
-1.963e-03,12.2129
-1.962e-03,12.213
-1.961e-03,12.213
-1.960e-03,12.2134
-1.959e-03,12.2128
-1.958e-03,12.213
-1.957e-03,12.2129
-1.956e-03,12.2132
-1.955e-03,12.213
-1.954e-03,12.213
-1.953e-03,12.2129
-1.952e-03,12.2131
-1.951e-03,12.2128
-1.950e-03,12.2131
-1.949e-03,12.2132
-1.948e-03,12.2133
-1.947e-03,12.2133
-1.946e-03,12.2135
-1.945e-03,12.2132
-1.944e-03,12.2134
-1.943e-03,12.2134
-1.942e-03,12.2132
-1.941e-03,12.213
-1.940e-03,12.2132
-1.939e-03,12.2129
-1.938e-03,12.213
-1.937e-03,12.213
-1.936e-03,12.213
-1.935e-03,12.213
-1.934e-03,12.2132
-1.933e-03,12.2132
-1.932e-03,12.2133
-1.931e-03,12.2133
-1.930e-03,12.2133
-1.929e-03,12.2135
-1.928e-03,12.2132
-1.927e-03,12.2133
-1.926e-03,12.2134
-1.925e-03,12.2135
-1.924e-03,12.2135
-1.923e-03,12.2133
-1.922e-03,12.2132
-1.921e-03,12.2132
-1.920e-03,12.213
-1.919e-03,12.2128
-1.918e-03,12.2131
-1.917e-03,12.2128
-1.916e-03,12.2131
-1.915e-03,12.2132
-1.914e-03,12.2132
-1.913e-03,12.213
-1.912e-03,12.2133
-1.911e-03,12.2132
-1.910e-03,12.2134
-1.909e-03,12.2132
-1.908e-03,12.2135
-1.907e-03,12.2133
-1.906e-03,12.2134
-1.905e-03,12.2133
-1.904e-03,12.2133
-1.903e-03,12.2132
-1.902e-03,12.2132
-1.901e-03,12.2132
-1.900e-03,12.2131
-1.899e-03,12.2134
-1.898e-03,12.2132
-1.897e-03,12.2132
-1.896e-03,12.2132
-1.895e-03,12.2133
-1.894e-03,12.2128
-1.893e-03,12.2131
-1.892e-03,12.2129
-1.891e-03,12.213
-1.890e-03,12.2129
-1.889e-03,12.2133
-1.888e-03,12.213
-1.887e-03,12.2133
-1.886e-03,12.2131
-1.885e-03,12.2135
-1.884e-03,12.2132
-1.883e-03,12.2131
-1.882e-03,12.2133
-1.881e-03,12.2133
-1.880e-03,12.2131
-1.879e-03,12.2129
-1.878e-03,12.2131
-1.877e-03,12.2129
-1.876e-03,12.2132
-1.875e-03,12.2132
-1.874e-03,12.2134
-1.873e-03,12.2133
-1.872e-03,12.2136
-1.871e-03,12.2133
-1.870e-03,12.2133
-1.869e-03,12.2132
-1.868e-03,12.2132
-1.867e-03,12.2129
-1.866e-03,12.2131
-1.865e-03,12.213
-1.864e-03,12.2132
-1.863e-03,12.2132
-1.862e-03,12.213
-1.861e-03,12.2132
-1.860e-03,12.2131
-1.859e-03,12.213
-1.858e-03,12.2132
-1.857e-03,12.2132
-1.856e-03,12.2131
-1.855e-03,12.2131
-1.854e-03,12.2131
-1.853e-03,12.2132
-1.852e-03,12.213
-1.851e-03,12.213
-1.850e-03,12.2132
-1.849e-03,12.2133
-1.848e-03,12.2134
-1.847e-03,12.2136
-1.846e-03,12.2132
-1.845e-03,12.2137
-1.844e-03,12.2135
-1.843e-03,12.2134
-1.842e-03,12.2133
-1.841e-03,12.2135
-1.840e-03,12.2132
-1.839e-03,12.2132
-1.838e-03,12.2133
-1.837e-03,12.2131
-1.836e-03,12.213
-1.835e-03,12.2132
-1.834e-03,12.2133
-1.833e-03,12.213
-1.832e-03,12.213
-1.831e-03,12.213
-1.830e-03,12.2134
-1.829e-03,12.2134
-1.828e-03,12.2134
-1.827e-03,12.2132
-1.826e-03,12.2132
-1.825e-03,12.2132
-1.824e-03,12.2133
-1.823e-03,12.2134
-1.822e-03,12.213
-1.821e-03,12.2132
-1.820e-03,12.2134
-1.819e-03,12.2134
-1.818e-03,12.2132
-1.817e-03,12.2132
-1.816e-03,12.2131
-1.815e-03,12.2132
-1.814e-03,12.2129
-1.813e-03,12.213
-1.812e-03,12.213
-1.811e-03,12.2132
-1.810e-03,12.2132
-1.809e-03,12.2134
-1.808e-03,12.2131
-1.807e-03,12.2133
-1.806e-03,12.2134
-1.805e-03,12.2133
-1.804e-03,12.2132
-1.803e-03,12.2132
-1.802e-03,12.2133
-1.801e-03,12.2132
-1.800e-03,12.2134
-1.799e-03,12.2134
-1.798e-03,12.2135
-1.797e-03,12.2133
-1.796e-03,12.2133
-1.795e-03,12.2132
-1.794e-03,12.2132
-1.793e-03,12.2131
-1.792e-03,12.2133
-1.791e-03,12.213
-1.790e-03,12.2133
-1.789e-03,12.2128
-1.788e-03,12.2129
-1.787e-03,12.213
-1.786e-03,12.2134
-1.785e-03,12.2132
-1.784e-03,12.2132
-1.783e-03,12.2131
-1.782e-03,12.2132
-1.781e-03,12.2131
-1.780e-03,12.2132
-1.779e-03,12.2134
-1.778e-03,12.2132
-1.777e-03,12.2133
-1.776e-03,12.2132
-1.775e-03,12.213
-1.774e-03,12.2131
-1.773e-03,12.213
-1.772e-03,12.2132
-1.771e-03,12.213
-1.770e-03,12.2132
-1.769e-03,12.2133
-1.768e-03,12.2132
-1.767e-03,12.2132
-1.766e-03,12.2129
-1.765e-03,12.2129
-1.764e-03,12.2133
-1.763e-03,12.2131
-1.762e-03,12.2132
-1.761e-03,12.2132
-1.760e-03,12.2133
-1.759e-03,12.2133
-1.758e-03,12.2134
-1.757e-03,12.2132
-1.756e-03,12.2133
-1.755e-03,12.2132
-1.754e-03,12.2132
-1.753e-03,12.2131
-1.752e-03,12.2133
-1.751e-03,12.2132
-1.750e-03,12.2132
-1.749e-03,12.2132
-1.748e-03,12.2134
-1.747e-03,12.2134
-1.746e-03,12.2133
-1.745e-03,12.2132
-1.744e-03,12.2133
-1.743e-03,12.2132
-1.742e-03,12.2133
-1.741e-03,12.2131
-1.740e-03,12.2132
-1.739e-03,12.2132
-1.738e-03,12.2133
-1.737e-03,12.2132
-1.736e-03,12.2132
-1.735e-03,12.2133
-1.734e-03,12.2133
-1.733e-03,12.2133
-1.732e-03,12.2132
-1.731e-03,12.2134
-1.730e-03,12.2132
-1.729e-03,12.2134
-1.728e-03,12.2132
-1.727e-03,12.2132
-1.726e-03,12.213
-1.725e-03,12.2131
-1.724e-03,12.2133
-1.723e-03,12.2133
-1.722e-03,12.2132
-1.721e-03,12.213
-1.720e-03,12.2132
-1.719e-03,12.213
-1.718e-03,12.213
-1.717e-03,12.2133
-1.716e-03,12.2131
-1.715e-03,12.2133
-1.714e-03,12.2133
-1.713e-03,12.2132
-1.712e-03,12.2133
-1.711e-03,12.2131
-1.710e-03,12.2135
-1.709e-03,12.2134
-1.708e-03,12.2133
-1.707e-03,12.2131
-1.706e-03,12.2133
-1.705e-03,12.2134
-1.704e-03,12.2132
-1.703e-03,12.2129
-1.702e-03,12.213
-1.701e-03,12.213
-1.700e-03,12.2128
-1.699e-03,12.213
-1.698e-03,12.2129
-1.697e-03,12.2129
-1.696e-03,12.2131
-1.695e-03,12.2129
-1.694e-03,12.2131
-1.693e-03,12.2134
-1.692e-03,12.2132
-1.691e-03,12.2135
-1.690e-03,12.2132
-1.689e-03,12.2134
-1.688e-03,12.2133
-1.687e-03,12.2134
-1.686e-03,12.2131
-1.685e-03,12.2134
-1.684e-03,12.2133
-1.683e-03,12.2132
-1.682e-03,12.2131
-1.681e-03,12.213
-1.680e-03,12.2132
-1.679e-03,12.2132
-1.678e-03,12.2132
-1.677e-03,12.2132
-1.676e-03,12.2133
-1.675e-03,12.2131
-1.674e-03,12.2134
-1.673e-03,12.2131
-1.672e-03,12.2133
-1.671e-03,12.2131
-1.670e-03,12.2133
-1.669e-03,12.2132
-1.668e-03,12.2131
-1.667e-03,12.2128
-1.666e-03,12.2132
-1.665e-03,12.213
-1.664e-03,12.2132
-1.663e-03,12.2131
-1.662e-03,12.2132
-1.661e-03,12.2131
-1.660e-03,12.2133
-1.659e-03,12.2133
-1.658e-03,12.2136
-1.657e-03,12.2134
-1.656e-03,12.2132
-1.655e-03,12.2135
-1.654e-03,12.2133
-1.653e-03,12.2134
-1.652e-03,12.213
-1.651e-03,12.2133
-1.650e-03,12.2132
-1.649e-03,12.2134
-1.648e-03,12.2133
-1.647e-03,12.2138
-1.646e-03,12.2134
-1.645e-03,12.2133
-1.644e-03,12.2132
-1.643e-03,12.213
-1.642e-03,12.2133
-1.641e-03,12.2131
-1.640e-03,12.213
-1.639e-03,12.2129
-1.638e-03,12.213
-1.637e-03,12.213
-1.636e-03,12.2132
-1.635e-03,12.2132
-1.634e-03,12.2133
-1.633e-03,12.2132
-1.632e-03,12.2132
-1.631e-03,12.2131
-1.630e-03,12.2133
-1.629e-03,12.2131
-1.628e-03,12.2133
-1.627e-03,12.2132
-1.626e-03,12.2132
-1.625e-03,12.213
-1.624e-03,12.2132
-1.623e-03,12.2133
-1.622e-03,12.2132
-1.621e-03,12.213
-1.620e-03,12.2132
-1.619e-03,12.2134
-1.618e-03,12.2132
-1.617e-03,12.2132
-1.616e-03,12.213
-1.615e-03,12.2132
-1.614e-03,12.2131
-1.613e-03,12.213
-1.612e-03,12.2131
-1.611e-03,12.2132
-1.610e-03,12.2132
-1.609e-03,12.2131
-1.608e-03,12.2131
-1.607e-03,12.2132
-1.606e-03,12.213
-1.605e-03,12.2133
-1.604e-03,12.2134
-1.603e-03,12.2134
-1.602e-03,12.2134
-1.601e-03,12.213
-1.600e-03,12.2134
-1.599e-03,12.2133
-1.598e-03,12.2134
-1.597e-03,12.2132
-1.596e-03,12.2134
-1.595e-03,12.2133
-1.594e-03,12.2133
-1.593e-03,12.2132
-1.592e-03,12.2134
-1.591e-03,12.2133
-1.590e-03,12.2135
-1.589e-03,12.2134
-1.588e-03,12.2133
-1.587e-03,12.2136
-1.586e-03,12.2134
-1.585e-03,12.2135
-1.584e-03,12.2134
-1.583e-03,12.2134
-1.582e-03,12.2132
-1.581e-03,12.2132
-1.580e-03,12.213
-1.579e-03,12.2131
-1.578e-03,12.2133
-1.577e-03,12.2133
-1.576e-03,12.2131
-1.575e-03,12.2134
-1.574e-03,12.2133
-1.573e-03,12.2134
-1.572e-03,12.2133
-1.571e-03,12.2132
-1.570e-03,12.2133
-1.569e-03,12.2134
-1.568e-03,12.2134
-1.567e-03,12.2132
-1.566e-03,12.2132
-1.565e-03,12.2133
-1.564e-03,12.2133
-1.563e-03,12.2132
-1.562e-03,12.213
-1.561e-03,12.2131
-1.560e-03,12.213
-1.559e-03,12.213
-1.558e-03,12.2133
-1.557e-03,12.2132
-1.556e-03,12.2132
-1.555e-03,12.2132
-1.554e-03,12.2133
-1.553e-03,12.2133
-1.552e-03,12.2134
-1.551e-03,12.2131
-1.550e-03,12.2135
-1.549e-03,12.2131
-1.548e-03,12.2132
-1.547e-03,12.2132
-1.546e-03,12.2132
-1.545e-03,12.2133
-1.544e-03,12.2134
-1.543e-03,12.2132
-1.542e-03,12.2134
-1.541e-03,12.2132
-1.540e-03,12.2132
-1.539e-03,12.2132
-1.538e-03,12.213
-1.537e-03,12.2132
-1.536e-03,12.213
-1.535e-03,12.2133
-1.534e-03,12.2132
-1.533e-03,12.2132
-1.532e-03,12.2133
-1.531e-03,12.2134
-1.530e-03,12.2129
-1.529e-03,12.2132
-1.528e-03,12.2129
-1.527e-03,12.2132
-1.526e-03,12.2128
-1.525e-03,12.2132
-1.524e-03,12.2131
-1.523e-03,12.2132
-1.522e-03,12.2133
-1.521e-03,12.213
-1.520e-03,12.2131
-1.519e-03,12.2131
-1.518e-03,12.2132
-1.517e-03,12.2132
-1.516e-03,12.213
-1.515e-03,12.213
-1.514e-03,12.213
-1.513e-03,12.213
-1.512e-03,12.213
-1.511e-03,12.2131
-1.510e-03,12.2131
-1.509e-03,12.2131
-1.508e-03,12.2135
-1.507e-03,12.2134
-1.506e-03,12.2134
-1.505e-03,12.2134
-1.504e-03,12.2134
-1.503e-03,12.2133
-1.502e-03,12.2134
-1.501e-03,12.2135
-1.500e-03,12.2132
-1.499e-03,12.2132
-1.498e-03,12.2131
-1.497e-03,12.213
-1.496e-03,12.2132
-1.495e-03,12.2135
-1.494e-03,12.2134
-1.493e-03,12.2136
-1.492e-03,12.2132
-1.491e-03,12.2135
-1.490e-03,12.2134
-1.489e-03,12.2133
-1.488e-03,12.2134
-1.487e-03,12.2132
-1.486e-03,12.2133
-1.485e-03,12.213
-1.484e-03,12.2132
-1.483e-03,12.2132
-1.482e-03,12.2132
-1.481e-03,12.2132
-1.480e-03,12.2132
-1.479e-03,12.2132
