Model,MDO4104C
Firmware Version,1.10

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,0.001
Horizontal Delay,0
Sample Interval,1e-06
Record Length,10000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,12.2192
Vertical Scale,0.001
Vertical Position,5
,
,
,
Label,
TIME,CH1
-2.140e-04,12.2133
-2.130e-04,12.2133
-2.120e-04,12.2132
-2.110e-04,12.2133
-2.100e-04,12.2133
-2.090e-04,12.2133
-2.080e-04,12.2132
-2.070e-04,12.2132
-2.060e-04,12.2132
-2.050e-04,12.2131
-2.040e-04,12.213
-2.030e-04,12.2129
-2.020e-04,12.2131
-2.010e-04,12.2131
-2.000e-04,12.2132
-1.990e-04,12.2132
-1.980e-04,12.2133
-1.970e-04,12.2132
-1.960e-04,12.2131
-1.950e-04,12.2132
-1.940e-04,12.2134
-1.930e-04,12.2134
-1.920e-04,12.2134
-1.910e-04,12.2132
-1.900e-04,12.2131
-1.890e-04,12.2131
-1.880e-04,12.2128
-1.870e-04,12.213
-1.860e-04,12.213
-1.850e-04,12.2131
-1.840e-04,12.2132
-1.830e-04,12.213
-1.820e-04,12.2129
-1.810e-04,12.2132
-1.800e-04,12.213
-1.790e-04,12.2131
-1.780e-04,12.213
-1.770e-04,12.2133
-1.760e-04,12.2131
-1.750e-04,12.2133
-1.740e-04,12.213
-1.730e-04,12.2131
-1.720e-04,12.213
-1.710e-04,12.2133
-1.700e-04,12.2128
-1.690e-04,12.2133
-1.680e-04,12.2132
-1.670e-04,12.213
-1.660e-04,12.213
-1.650e-04,12.2133
-1.640e-04,12.2132
-1.630e-04,12.2133
-1.620e-04,12.2132
-1.610e-04,12.2131
-1.600e-04,12.2135
-1.590e-04,12.2132
-1.580e-04,12.2136
-1.570e-04,12.2131
-1.560e-04,12.2132
-1.550e-04,12.213
-1.540e-04,12.2133
-1.530e-04,12.2132
-1.520e-04,12.2131
-1.510e-04,12.2133
-1.500e-04,12.2131
-1.490e-04,12.213
-1.480e-04,12.2134
-1.470e-04,12.2133
-1.460e-04,12.2131
-1.450e-04,12.213
-1.440e-04,12.2132
-1.430e-04,12.2132
-1.420e-04,12.2131
-1.410e-04,12.2132
-1.400e-04,12.2131
-1.390e-04,12.213
-1.380e-04,12.213
-1.370e-04,12.2132
-1.360e-04,12.213
-1.350e-04,12.2132
-1.340e-04,12.2131
-1.330e-04,12.2134
-1.320e-04,12.2134
-1.310e-04,12.2134
-1.300e-04,12.2132
-1.290e-04,12.2133
-1.280e-04,12.2131
-1.270e-04,12.2132
-1.260e-04,12.2133
-1.250e-04,12.2132
-1.240e-04,12.2131
-1.230e-04,12.213
-1.220e-04,12.2131
-1.210e-04,12.2133
-1.200e-04,12.2134
-1.190e-04,12.2133
-1.180e-04,12.2136
-1.170e-04,12.2133
-1.160e-04,12.2134
-1.150e-04,12.2132
-1.140e-04,12.2131
-1.130e-04,12.213
-1.120e-04,12.213
-1.110e-04,12.2131
-1.100e-04,12.213
-1.090e-04,12.213
-1.080e-04,12.2132
-1.070e-04,12.2132
-1.060e-04,12.2131
-1.050e-04,12.213
-1.040e-04,12.2132
-1.030e-04,12.2133
-1.020e-04,12.2132
-1.010e-04,12.2132
-1.000e-04,12.2132
-9.900e-05,12.2133
-9.800e-05,12.2132
-9.700e-05,12.2133
-9.600e-05,12.2134
-9.500e-05,12.2132
-9.400e-05,12.213
-9.300e-05,12.213
-9.200e-05,12.2132
-9.100e-05,12.2132
-9.000e-05,12.2131
-8.900e-05,12.213
-8.800e-05,12.213
-8.700e-05,12.2131
-8.600e-05,12.213
-8.500e-05,12.2132
-8.400e-05,12.213
-8.300e-05,12.213
-8.200e-05,12.2131
-8.100e-05,12.2131
-8.000e-05,12.213
-7.900e-05,12.213
-7.800e-05,12.2131
-7.700e-05,12.2132
-7.600e-05,12.2132
-7.500e-05,12.2132
-7.400e-05,12.2132
-7.300e-05,12.2132
-7.200e-05,12.2132
-7.100e-05,12.2132
-7.000e-05,12.2131
-6.900e-05,12.213
-6.800e-05,12.2132
-6.700e-05,12.2131
-6.600e-05,12.2131
-6.500e-05,12.2131
-6.400e-05,12.2132
-6.300e-05,12.2132
-6.200e-05,12.213
-6.100e-05,12.2135
-6.000e-05,12.2133
-5.900e-05,12.2132
-5.800e-05,12.2133
-5.700e-05,12.2134
-5.600e-05,12.2133
-5.500e-05,12.2134
-5.400e-05,12.2132
-5.300e-05,12.213
-5.200e-05,12.213
-5.100e-05,12.2131
-5.000e-05,12.213
-4.900e-05,12.2128
-4.800e-05,12.2131
-4.700e-05,12.213
-4.600e-05,12.2133
-4.500e-05,12.2132
-4.400e-05,12.2134
-4.300e-05,12.2131
-4.200e-05,12.2132
-4.100e-05,12.2132
-4.000e-05,12.2131
-3.900e-05,12.2132
-3.800e-05,12.2131
-3.700e-05,12.2131
-3.600e-05,12.2132
-3.500e-05,12.2133
-3.400e-05,12.2132
-3.300e-05,12.2132
-3.200e-05,12.2133
-3.100e-05,12.2132
-3.000e-05,12.213
-2.900e-05,12.213
-2.800e-05,12.2132
-2.700e-05,12.2132
-2.600e-05,12.2131
-2.500e-05,12.2132
-2.400e-05,12.2131
-2.300e-05,12.2132
-2.200e-05,12.2131
-2.100e-05,12.2131
-2.000e-05,12.2133
-1.900e-05,12.2132
-1.800e-05,12.2132
-1.700e-05,12.2134
-1.600e-05,12.2132
-1.500e-05,12.2133
-1.400e-05,12.2133
-1.300e-05,12.2132
-1.200e-05,12.2132
-1.100e-05,12.213
-1.000e-05,12.2133
-9.000e-06,12.2131
-8.000e-06,12.2131
-7.000e-06,12.2129
-6.000e-06,12.213
-5.000e-06,12.2132
-4.000e-06,12.2132
-3.000e-06,12.213
-2.000e-06,12.2132
-1.000e-06,12.213
0.000e+00,12.2133
1.000e-06,12.2132
2.000e-06,12.2133
3.000e-06,12.2132
4.000e-06,12.2132
5.000e-06,12.2132
6.000e-06,12.2134
7.000e-06,12.2133
8.000e-06,12.2134
9.000e-06,12.2134
1.000e-05,12.2132
1.100e-05,12.2133
1.200e-05,12.2133
1.300e-05,12.2137
1.400e-05,12.2133
1.500e-05,12.2132
1.600e-05,12.2132
1.700e-05,12.2131
1.800e-05,12.2131
1.900e-05,12.213
2.000e-05,12.213
2.100e-05,12.213
2.200e-05,12.213
2.300e-05,12.2127
2.400e-05,12.2129
2.500e-05,12.213
2.600e-05,12.2129
2.700e-05,12.213
2.800e-05,12.2131
2.900e-05,12.2132
3.000e-05,12.2128
3.100e-05,12.213
3.200e-05,12.213
3.300e-05,12.2132
3.400e-05,12.2133
3.500e-05,12.2132
3.600e-05,12.2131
3.700e-05,12.2132
3.800e-05,12.2133
3.900e-05,12.2132
4.000e-05,12.2133
4.100e-05,12.2132
4.200e-05,12.2132
4.300e-05,12.213
4.400e-05,12.2132
4.500e-05,12.213
4.600e-05,12.2131
4.700e-05,12.213
4.800e-05,12.213
4.900e-05,12.2132
5.000e-05,12.2133
5.100e-05,12.2131
5.200e-05,12.2132
5.300e-05,12.2131
5.400e-05,12.213
5.500e-05,12.2131
5.600e-05,12.213
5.700e-05,12.2132
5.800e-05,12.213
5.900e-05,12.213
6.000e-05,12.2133
6.100e-05,12.2132
6.200e-05,12.213
6.300e-05,12.2133
6.400e-05,12.2129
6.500e-05,12.2132
6.600e-05,12.213
6.700e-05,12.2133
6.800e-05,12.2129
6.900e-05,12.2131
7.000e-05,12.2132
7.100e-05,12.213
7.200e-05,12.2131
7.300e-05,12.2131
7.400e-05,12.2132
7.500e-05,12.213
7.600e-05,12.2131
7.700e-05,12.213
7.800e-05,12.213
7.900e-05,12.213
8.000e-05,12.2132
8.100e-05,12.213
8.200e-05,12.2131
8.300e-05,12.2132
8.400e-05,12.2134
8.500e-05,12.2132
8.600e-05,12.2132
8.700e-05,12.2132
8.800e-05,12.2132
8.900e-05,12.213
9.000e-05,12.213
9.100e-05,12.2132
9.200e-05,12.2129
9.300e-05,12.213
9.400e-05,12.2132
9.500e-05,12.2133
9.600e-05,12.2134
9.700e-05,12.2133
9.800e-05,12.2131
9.900e-05,12.2133
1.000e-04,12.2131
1.010e-04,12.2133
1.020e-04,12.2133
1.030e-04,12.2134
1.040e-04,12.2132
1.050e-04,12.2133
1.060e-04,12.2133
1.070e-04,12.2132
1.080e-04,12.2131
1.090e-04,12.213
1.100e-04,12.213
1.110e-04,12.2132
1.120e-04,12.2132
1.130e-04,12.2132
1.140e-04,12.2132
1.150e-04,12.2132
1.160e-04,12.2134
1.170e-04,12.2132
1.180e-04,12.2134
1.190e-04,12.2132
1.200e-04,12.2134
1.210e-04,12.2132
1.220e-04,12.2134
1.230e-04,12.2133
1.240e-04,12.2134
1.250e-04,12.2132
1.260e-04,12.2132
1.270e-04,12.2132
1.280e-04,12.2132
1.290e-04,12.2132
1.300e-04,12.2132
1.310e-04,12.2132
1.320e-04,12.2131
1.330e-04,12.2132
1.340e-04,12.2131
1.350e-04,12.2132
1.360e-04,12.213
1.370e-04,12.2131
1.380e-04,12.213
1.390e-04,12.2133
1.400e-04,12.213
1.410e-04,12.213
1.420e-04,12.2131
1.430e-04,12.2132
1.440e-04,12.2133
1.450e-04,12.2132
1.460e-04,12.2132
1.470e-04,12.2134
1.480e-04,12.2133
1.490e-04,12.2135
1.500e-04,12.2133
1.510e-04,12.2134
1.520e-04,12.2131
1.530e-04,12.2131
1.540e-04,12.2131
1.550e-04,12.2133
1.560e-04,12.2134
1.570e-04,12.2134
1.580e-04,12.2133
1.590e-04,12.2132
1.600e-04,12.2133
1.610e-04,12.2132
1.620e-04,12.2132
1.630e-04,12.213
1.640e-04,12.2131
1.650e-04,12.2129
1.660e-04,12.2132
1.670e-04,12.213
1.680e-04,12.213
1.690e-04,12.2131
1.700e-04,12.2131
1.710e-04,12.2131
1.720e-04,12.2132
1.730e-04,12.2131
1.740e-04,12.213
1.750e-04,12.213
1.760e-04,12.213
1.770e-04,12.2129
1.780e-04,12.213
1.790e-04,12.213
1.800e-04,12.2128
1.810e-04,12.2131
1.820e-04,12.2129
1.830e-04,12.2133
1.840e-04,12.2132
1.850e-04,12.2135
1.860e-04,12.2129
1.870e-04,12.2132
1.880e-04,12.2131
1.890e-04,12.2131
1.900e-04,12.2133
1.910e-04,12.2132
1.920e-04,12.213
1.930e-04,12.2129
1.940e-04,12.2128
1.950e-04,12.2129
1.960e-04,12.2132
1.970e-04,12.2129
1.980e-04,12.2132
1.990e-04,12.213
2.000e-04,12.2133
2.010e-04,12.2133
2.020e-04,12.2134
2.030e-04,12.2131
2.040e-04,12.2133
2.050e-04,12.2131
2.060e-04,12.2133
2.070e-04,12.2131
2.080e-04,12.2132
2.090e-04,12.2132
2.100e-04,12.213
2.110e-04,12.213
2.120e-04,12.213
2.130e-04,12.213
2.140e-04,12.213
2.150e-04,12.213
2.160e-04,12.2129
2.170e-04,12.2133
2.180e-04,12.2133
2.190e-04,12.2134
2.200e-04,12.2132
2.210e-04,12.2133
2.220e-04,12.2132
2.230e-04,12.2134
2.240e-04,12.2131
2.250e-04,12.2134
2.260e-04,12.2132
2.270e-04,12.2133
2.280e-04,12.2134
2.290e-04,12.2132
2.300e-04,12.2132
2.310e-04,12.2131
2.320e-04,12.2132
2.330e-04,12.213
2.340e-04,12.2129
2.350e-04,12.213
2.360e-04,12.2131
2.370e-04,12.213
2.380e-04,12.2131
2.390e-04,12.2133
2.400e-04,12.2134
2.410e-04,12.2132
2.420e-04,12.2131
2.430e-04,12.2129
2.440e-04,12.2128
2.450e-04,12.2129
2.460e-04,12.2128
2.470e-04,12.2128
2.480e-04,12.2129
2.490e-04,12.213
2.500e-04,12.213
2.510e-04,12.213
2.520e-04,12.213
2.530e-04,12.2131
2.540e-04,12.213
2.550e-04,12.213
2.560e-04,12.213
2.570e-04,12.2132
2.580e-04,12.213
2.590e-04,12.2133
2.600e-04,12.2131
2.610e-04,12.2132
2.620e-04,12.2131
2.630e-04,12.2132
2.640e-04,12.2132
2.650e-04,12.2133
2.660e-04,12.2131
2.670e-04,12.2132
2.680e-04,12.213
2.690e-04,12.2132
2.700e-04,12.213
2.710e-04,12.2131
2.720e-04,12.213
2.730e-04,12.213
2.740e-04,12.213
2.750e-04,12.2132
2.760e-04,12.2133
2.770e-04,12.2134
2.780e-04,12.2132
2.790e-04,12.2132
2.800e-04,12.2133
2.810e-04,12.2133
2.820e-04,12.2134
2.830e-04,12.2132
2.840e-04,12.2134
2.850e-04,12.2132
2.860e-04,12.2134
2.870e-04,12.2132
2.880e-04,12.2132
2.890e-04,12.2134
2.900e-04,12.2132
2.910e-04,12.2133
2.920e-04,12.2131
2.930e-04,12.2131
2.940e-04,12.213
2.950e-04,12.2132
2.960e-04,12.2131
2.970e-04,12.2134
2.980e-04,12.2133
2.990e-04,12.2134
3.000e-04,12.213
3.010e-04,12.2134
3.020e-04,12.213
3.030e-04,12.2133
3.040e-04,12.2131
3.050e-04,12.213
3.060e-04,12.2132
3.070e-04,12.2132
3.080e-04,12.2132
3.090e-04,12.2132
3.100e-04,12.2132
3.110e-04,12.2132
3.120e-04,12.2132
3.130e-04,12.2132
3.140e-04,12.2135
3.150e-04,12.2131
3.160e-04,12.2133
3.170e-04,12.2132
3.180e-04,12.2132
3.190e-04,12.2129
3.200e-04,12.2132
3.210e-04,12.213
3.220e-04,12.2132
3.230e-04,12.2131
3.240e-04,12.2135
3.250e-04,12.2134
3.260e-04,12.2133
3.270e-04,12.2134
3.280e-04,12.2133
3.290e-04,12.2133
3.300e-04,12.2132
3.310e-04,12.2131
3.320e-04,12.213
3.330e-04,12.2131
3.340e-04,12.213
3.350e-04,12.2129
3.360e-04,12.213
3.370e-04,12.2131
3.380e-04,12.213
3.390e-04,12.2132
3.400e-04,12.2134
3.410e-04,12.2134
3.420e-04,12.2132
3.430e-04,12.2133
3.440e-04,12.2132
3.450e-04,12.2132
3.460e-04,12.2131
3.470e-04,12.2133
3.480e-04,12.2134
3.490e-04,12.2134
3.500e-04,12.2133
3.510e-04,12.2133
3.520e-04,12.2131
3.530e-04,12.2131
3.540e-04,12.213
3.550e-04,12.2131
3.560e-04,12.213
3.570e-04,12.2128
3.580e-04,12.2131
3.590e-04,12.213
3.600e-04,12.2132
3.610e-04,12.2132
3.620e-04,12.2135
3.630e-04,12.2133
3.640e-04,12.2137
3.650e-04,12.2133
3.660e-04,12.2135
3.670e-04,12.2132
3.680e-04,12.2134
3.690e-04,12.2133
3.700e-04,12.2132
3.710e-04,12.213
3.720e-04,12.213
3.730e-04,12.2129
3.740e-04,12.2131
3.750e-04,12.2132
3.760e-04,12.2131
3.770e-04,12.2135
3.780e-04,12.2131
3.790e-04,12.2131
3.800e-04,12.213
3.810e-04,12.2133
3.820e-04,12.2133
3.830e-04,12.2131
3.840e-04,12.2131
3.850e-04,12.2132
3.860e-04,12.2132
3.870e-04,12.2132
3.880e-04,12.2132
3.890e-04,12.2133
3.900e-04,12.2132
3.910e-04,12.2132
3.920e-04,12.2133
3.930e-04,12.2133
3.940e-04,12.2133
3.950e-04,12.2132
3.960e-04,12.2132
3.970e-04,12.2133
3.980e-04,12.2132
3.990e-04,12.2134
4.000e-04,12.2133
4.010e-04,12.2133
4.020e-04,12.2132
4.030e-04,12.213
4.040e-04,12.2131
4.050e-04,12.2132
4.060e-04,12.2131
4.070e-04,12.2132
4.080e-04,12.2132
4.090e-04,12.2134
4.100e-04,12.2133
4.110e-04,12.2132
4.120e-04,12.2132
4.130e-04,12.2132
4.140e-04,12.2134
4.150e-04,12.2134
4.160e-04,12.2134
4.170e-04,12.2134
4.180e-04,12.2134
4.190e-04,12.2132
4.200e-04,12.2132
4.210e-04,12.2131
4.220e-04,12.213
4.230e-04,12.2133
4.240e-04,12.2131
4.250e-04,12.2132
4.260e-04,12.2132
4.270e-04,12.2133
4.280e-04,12.2133
4.290e-04,12.2134
4.300e-04,12.2134
4.310e-04,12.2133
4.320e-04,12.2132
4.330e-04,12.213
4.340e-04,12.2131
4.350e-04,12.2129
4.360e-04,12.2132
4.370e-04,12.213
4.380e-04,12.2132
4.390e-04,12.213
4.400e-04,12.2131
4.410e-04,12.2133
4.420e-04,12.2132
4.430e-04,12.2132
4.440e-04,12.2133
4.450e-04,12.2132
4.460e-04,12.2134
4.470e-04,12.2134
4.480e-04,12.2132
4.490e-04,12.2134
4.500e-04,12.2134
4.510e-04,12.2134
4.520e-04,12.2135
4.530e-04,12.2134
4.540e-04,12.2134
4.550e-04,12.2134
4.560e-04,12.2133
4.570e-04,12.2136
4.580e-04,12.2134
4.590e-04,12.2133
4.600e-04,12.2132
4.610e-04,12.2135
4.620e-04,12.2133
4.630e-04,12.2133
4.640e-04,12.213
4.650e-04,12.2132
4.660e-04,12.2129
4.670e-04,12.213
4.680e-04,12.213
4.690e-04,12.2133
4.700e-04,12.2133
4.710e-04,12.2133
4.720e-04,12.2133
4.730e-04,12.2131
4.740e-04,12.2133
4.750e-04,12.2132
4.760e-04,12.2132
4.770e-04,12.213
4.780e-04,12.2132
4.790e-04,12.2131
4.800e-04,12.2133
4.810e-04,12.2132
4.820e-04,12.2133
4.830e-04,12.2132
4.840e-04,12.2132
4.850e-04,12.2133
4.860e-04,12.2132
4.870e-04,12.2132
4.880e-04,12.2135
4.890e-04,12.2133
4.900e-04,12.2132
4.910e-04,12.2134
4.920e-04,12.2132
4.930e-04,12.2132
4.940e-04,12.2133
4.950e-04,12.2132
4.960e-04,12.213
4.970e-04,12.2132
4.980e-04,12.2129
4.990e-04,12.2132
5.000e-04,12.2131
5.010e-04,12.2134
5.020e-04,12.2131
5.030e-04,12.2131
5.040e-04,12.2132
5.050e-04,12.2133
5.060e-04,12.2132
5.070e-04,12.2135
5.080e-04,12.2132
5.090e-04,12.2133
5.100e-04,12.2134
5.110e-04,12.2133
5.120e-04,12.2134
5.130e-04,12.2134
5.140e-04,12.2134
5.150e-04,12.2132
5.160e-04,12.2134
5.170e-04,12.2134
5.180e-04,12.2134
5.190e-04,12.2131
5.200e-04,12.2133
5.210e-04,12.2131
5.220e-04,12.2133
5.230e-04,12.2132
5.240e-04,12.2134
5.250e-04,12.2132
5.260e-04,12.213
5.270e-04,12.2133
5.280e-04,12.2134
5.290e-04,12.2134
5.300e-04,12.2131
5.310e-04,12.2134
5.320e-04,12.2132
5.330e-04,12.2132
5.340e-04,12.2131
5.350e-04,12.2132
5.360e-04,12.2132
5.370e-04,12.2134
5.380e-04,12.2134
5.390e-04,12.2133
5.400e-04,12.2133
5.410e-04,12.2133
5.420e-04,12.2132
5.430e-04,12.2132
5.440e-04,12.2133
5.450e-04,12.2133
5.460e-04,12.2129
5.470e-04,12.213
5.480e-04,12.2131
5.490e-04,12.2129
5.500e-04,12.213
5.510e-04,12.2134
5.520e-04,12.2131
5.530e-04,12.2134
5.540e-04,12.2136
5.550e-04,12.2132
5.560e-04,12.2135
5.570e-04,12.2134
5.580e-04,12.2136
5.590e-04,12.2133
5.600e-04,12.2134
5.610e-04,12.213
5.620e-04,12.2132
5.630e-04,12.2129
5.640e-04,12.213
5.650e-04,12.2132
5.660e-04,12.2132
5.670e-04,12.2134
5.680e-04,12.2132
5.690e-04,12.2131
5.700e-04,12.2132
5.710e-04,12.2134
5.720e-04,12.2134
5.730e-04,12.2133
5.740e-04,12.2131
5.750e-04,12.2132
5.760e-04,12.2132
5.770e-04,12.2132
5.780e-04,12.213
5.790e-04,12.2131
5.800e-04,12.213
5.810e-04,12.2131
5.820e-04,12.213
5.830e-04,12.213
5.840e-04,12.2131
5.850e-04,12.213
5.860e-04,12.2128
5.870e-04,12.2132
5.880e-04,12.213
5.890e-04,12.213
5.900e-04,12.213
5.910e-04,12.213
5.920e-04,12.2134
5.930e-04,12.2131
5.940e-04,12.2131
5.950e-04,12.2132
5.960e-04,12.2133
5.970e-04,12.2132
5.980e-04,12.213
5.990e-04,12.2131
6.000e-04,12.2134
6.010e-04,12.2131
6.020e-04,12.2132
6.030e-04,12.2133
6.040e-04,12.2134
6.050e-04,12.2132
6.060e-04,12.2134
6.070e-04,12.2133
6.080e-04,12.2134
6.090e-04,12.2132
6.100e-04,12.2133
6.110e-04,12.2132
6.120e-04,12.2133
6.130e-04,12.2131
6.140e-04,12.2132
6.150e-04,12.2132
6.160e-04,12.2132
6.170e-04,12.2133
6.180e-04,12.2134
6.190e-04,12.2134
6.200e-04,12.2134
6.210e-04,12.2133
6.220e-04,12.2132
6.230e-04,12.2134
6.240e-04,12.2132
6.250e-04,12.2133
6.260e-04,12.2132
6.270e-04,12.2131
6.280e-04,12.2132
6.290e-04,12.2131
6.300e-04,12.2132
6.310e-04,12.2134
6.320e-04,12.2133
6.330e-04,12.2132
6.340e-04,12.2134
6.350e-04,12.213
6.360e-04,12.2132
6.370e-04,12.213
6.380e-04,12.2132
6.390e-04,12.213
6.400e-04,12.2131
6.410e-04,12.213
6.420e-04,12.2133
6.430e-04,12.2132
6.440e-04,12.2133
6.450e-04,12.213
6.460e-04,12.2134
6.470e-04,12.2132
6.480e-04,12.213
6.490e-04,12.2132
6.500e-04,12.213
6.510e-04,12.2132
6.520e-04,12.2132
6.530e-04,12.2131
6.540e-04,12.2132
6.550e-04,12.2132
6.560e-04,12.2133
6.570e-04,12.2132
6.580e-04,12.2132
6.590e-04,12.2134
6.600e-04,12.2132
6.610e-04,12.2132
6.620e-04,12.213
6.630e-04,12.213
6.640e-04,12.2129
6.650e-04,12.2129
6.660e-04,12.2129
6.670e-04,12.2133
6.680e-04,12.2131
6.690e-04,12.2132
6.700e-04,12.2133
6.710e-04,12.2131
6.720e-04,12.2131
6.730e-04,12.2131
6.740e-04,12.213
6.750e-04,12.2131
6.760e-04,12.2132
6.770e-04,12.2132
6.780e-04,12.2132
6.790e-04,12.2132
6.800e-04,12.2133
6.810e-04,12.2129
6.820e-04,12.2131
6.830e-04,12.213
6.840e-04,12.2132
6.850e-04,12.213
6.860e-04,12.2131
6.870e-04,12.213
6.880e-04,12.2132
6.890e-04,12.2132
6.900e-04,12.2131
6.910e-04,12.2131
6.920e-04,12.2132
6.930e-04,12.2131
6.940e-04,12.2131
6.950e-04,12.2134
6.960e-04,12.2132
6.970e-04,12.2133
6.980e-04,12.2133
6.990e-04,12.2135
7.000e-04,12.2134
7.010e-04,12.2135
7.020e-04,12.2134
7.030e-04,12.2135
7.040e-04,12.2132
7.050e-04,12.2134
7.060e-04,12.2132
7.070e-04,12.2134
7.080e-04,12.213
7.090e-04,12.2134
7.100e-04,12.2132
7.110e-04,12.2131
7.120e-04,12.2133
7.130e-04,12.2131
7.140e-04,12.2134
7.150e-04,12.2132
7.160e-04,12.2132
7.170e-04,12.2132
7.180e-04,12.2133
7.190e-04,12.2131
7.200e-04,12.2132
7.210e-04,12.2131
7.220e-04,12.2133
7.230e-04,12.2133
7.240e-04,12.2131
7.250e-04,12.2132
7.260e-04,12.2133
7.270e-04,12.2133
7.280e-04,12.2133
7.290e-04,12.2131
7.300e-04,12.2131
7.310e-04,12.2132
7.320e-04,12.2132
7.330e-04,12.2132
7.340e-04,12.213
7.350e-04,12.2131
7.360e-04,12.213
7.370e-04,12.213
7.380e-04,12.2131
7.390e-04,12.2131
7.400e-04,12.2128
7.410e-04,12.2131
7.420e-04,12.2131
7.430e-04,12.2132
7.440e-04,12.2131
7.450e-04,12.2133
7.460e-04,12.213
7.470e-04,12.213
7.480e-04,12.213
7.490e-04,12.2132
7.500e-04,12.213
7.510e-04,12.2132
7.520e-04,12.2131
7.530e-04,12.2133
7.540e-04,12.2132
7.550e-04,12.2132
7.560e-04,12.2132
7.570e-04,12.2133
7.580e-04,12.2131
7.590e-04,12.2129
7.600e-04,12.2132
7.610e-04,12.2131
7.620e-04,12.2132
7.630e-04,12.2131
7.640e-04,12.2134
7.650e-04,12.2132
7.660e-04,12.2133
7.670e-04,12.2134
7.680e-04,12.2132
7.690e-04,12.2134
7.700e-04,12.213
7.710e-04,12.2132
7.720e-04,12.2132
7.730e-04,12.2133
7.740e-04,12.2134
7.750e-04,12.2134
7.760e-04,12.2132
7.770e-04,12.2135
7.780e-04,12.2132
7.790e-04,12.2132
7.800e-04,12.213
7.810e-04,12.2133
7.820e-04,12.2131
7.830e-04,12.2133
7.840e-04,12.2132
7.850e-04,12.2135
7.860e-04,12.2134
7.870e-04,12.2136
7.880e-04,12.2134
7.890e-04,12.2135
7.900e-04,12.2134
7.910e-04,12.2132
7.920e-04,12.2134
7.930e-04,12.2133
7.940e-04,12.2132
7.950e-04,12.2131
7.960e-04,12.2134
7.970e-04,12.2134
7.980e-04,12.2133
7.990e-04,12.2132
8.000e-04,12.2133
8.010e-04,12.213
8.020e-04,12.2131
8.030e-04,12.2129
8.040e-04,12.2128
8.050e-04,12.2129
8.060e-04,12.2131
8.070e-04,12.2131
8.080e-04,12.2131
8.090e-04,12.2132
8.100e-04,12.2133
8.110e-04,12.2134
8.120e-04,12.2133
8.130e-04,12.2134
8.140e-04,12.2134
8.150e-04,12.2136
8.160e-04,12.2134
8.170e-04,12.2136
8.180e-04,12.2134
8.190e-04,12.2134
8.200e-04,12.2132
8.210e-04,12.2132
8.220e-04,12.2131
8.230e-04,12.2131
8.240e-04,12.213
8.250e-04,12.2132
8.260e-04,12.2132
8.270e-04,12.2132
8.280e-04,12.213
8.290e-04,12.2132
8.300e-04,12.2134
8.310e-04,12.2132
8.320e-04,12.2132
8.330e-04,12.2131
8.340e-04,12.2131
8.350e-04,12.2131
8.360e-04,12.2133
8.370e-04,12.213
8.380e-04,12.2133
8.390e-04,12.2133
8.400e-04,12.2132
8.410e-04,12.213
8.420e-04,12.2134
8.430e-04,12.2131
8.440e-04,12.2132
8.450e-04,12.213
8.460e-04,12.213
8.470e-04,12.2131
8.480e-04,12.2131
8.490e-04,12.2131
8.500e-04,12.213
8.510e-04,12.2134
8.520e-04,12.2132
8.530e-04,12.2132
8.540e-04,12.2133
8.550e-04,12.2133
8.560e-04,12.2132
8.570e-04,12.2134
8.580e-04,12.213
8.590e-04,12.2134
8.600e-04,12.2134
8.610e-04,12.2134
8.620e-04,12.2134
8.630e-04,12.2135
8.640e-04,12.2133
8.650e-04,12.2135
8.660e-04,12.2134
8.670e-04,12.2135
8.680e-04,12.2132
8.690e-04,12.2133
8.700e-04,12.213
8.710e-04,12.2131
8.720e-04,12.2132
8.730e-04,12.2132
8.740e-04,12.213
8.750e-04,12.2132
8.760e-04,12.2131
8.770e-04,12.213
8.780e-04,12.213
8.790e-04,12.213
8.800e-04,12.2134
8.810e-04,12.2132
8.820e-04,12.2132
8.830e-04,12.213
8.840e-04,12.2132
8.850e-04,12.213
8.860e-04,12.213
8.870e-04,12.2129
8.880e-04,12.2132
8.890e-04,12.2134
8.900e-04,12.2132
8.910e-04,12.213
8.920e-04,12.2133
8.930e-04,12.2132
8.940e-04,12.2132
8.950e-04,12.2133
8.960e-04,12.2131
8.970e-04,12.2133
8.980e-04,12.2132
8.990e-04,12.2132
9.000e-04,12.213
9.010e-04,12.2131
9.020e-04,12.2133
9.030e-04,12.2131
9.040e-04,12.2129
9.050e-04,12.2132
9.060e-04,12.2132
9.070e-04,12.2133
9.080e-04,12.2132
9.090e-04,12.2132
9.100e-04,12.2131
9.110e-04,12.2133
9.120e-04,12.2132
9.130e-04,12.2133
9.140e-04,12.2133
9.150e-04,12.2132
9.160e-04,12.2132
9.170e-04,12.2131
9.180e-04,12.2132
9.190e-04,12.2132
9.200e-04,12.2132
9.210e-04,12.2131
9.220e-04,12.2132
9.230e-04,12.2136
9.240e-04,12.2134
9.250e-04,12.2134
9.260e-04,12.2132
9.270e-04,12.2132
9.280e-04,12.2131
9.290e-04,12.2132
9.300e-04,12.2133
9.310e-04,12.2132
9.320e-04,12.2134
9.330e-04,12.2134
9.340e-04,12.213
